osm_id,place_type,name_default,name_ar,name_en,name_fr,lat,lon
386776547,hamlet,جلال عيرم,جلال عيرم,Jlall Aairam,Jlall Aairam,33.5532562,35.3670406
387261948,hamlet,المنطقة المستحدثة,المنطقة المستحدثة,New Sector,Nouveau Secteur,33.9052059,35.5053319
387269249,locality,دوار الصالومي,دوار الصالومي,Saloumi Square,Rond-Point Saloumi,33.8811034,35.5399732
388973442,locality,ساحة الوردية,ساحة الوردية,El Wardieh Place,Place El Ouardieh,33.8963819,35.4879037
389001790,locality,ساحة قداسة البابا,ساحة قداسة البابا,Place de Sa Sainteté Le Pape,Place de Sa Sainteté Le Pape,33.901812,35.5032362
428339508,city,بعلبك,بعلبك,Baalbek,Baalbek,34.009653,36.2117096
529861003,village,السلطانية,السلطانية,As Sultaniyah,Soultaniyeh,33.2055219,35.407732
529861013,village,مزرعة بيوت السياد,مزرعة بيوت السياد,Mazraat Buyut as Sayad,Mazraat Biout es Siyad,33.1676911,35.1940949
529861030,village,رمادية,رمادية,Rmadiyeh,Rmadiyeh,33.1988881,35.2766693
529861050,village,شارنية,شارنية,Charnip,Charnip,33.266143,35.2482946
529861079,village,وادي جيلو,وادي جيلو,Wadi Jilo,Ouadi Jilo,33.2436337,35.3044637
529910717,village,رب الثلاثين,رب الثلاثين,Rabb Et Talatine,Rab El Thalathine,33.2489966,35.5189761
529910721,village,محيبيب,محيبيب,Mhaibib,Mhaibib,33.1540427,35.5048596
529910723,village,بيت ياحون,بيت ياحون,Beit Yahoun,Beit Yahoun,33.1592022,35.4267386
529910730,village,شقرا,شقرا,Chaqra,Chaqra,33.1924455,35.4629222
529910747,village,بني حيان,بني حيان,Bani Haiyane,Bani Haiyane,33.2438787,35.4911488
529953284,village,ظهيرة,ظهيرة,Dhayra,Dhayra,33.1011399,35.2270769
529953286,hamlet,بطيشية,بطيشية,Al Butayshiyya,Btaychiyeh,33.1055687,35.209298
529953295,village,رامية,رامية,Ramiya,Ramiyeh,33.1111363,35.309988
530635860,village,حانين,حانين,Hanine,Hanine,33.1090042,35.3820811
530635864,village,أمية,أمية,Oumaya,Oumaya,33.1185827,35.372317
530649944,village,قطمون,قطمون,Qatmoun,Qatmoun,33.0660062,35.3604854
530649948,village,جباب العرب,جباب العرب,Jbab El Aarab,Jbab El Aarab,33.0684644,35.3720148
530655761,village,نبي يوشع,نبي يوشع,Nabi Youcheaa,Nabi Youcheaa,33.1307165,35.4991366
537974056,locality,ساحة مار نقولا,ساحة مار نقولا,Saint Nicolas Square,Place Saint Nicolas,33.8917696,35.5162469
564334778,village,أبو شاش,أبو شاش,Abi Shash,Abou Chach,33.1282772,35.2114899
564336962,locality,المبشرات,المبشرات,El Mbachrat,El Mbachrat,33.1348159,35.383704
564338215,village,الحارة,الحارة,Al Hara,El Hara,33.1972906,35.4109158
564342448,locality,تلة النمرة,تلة النمرة,Thallet en Nimre,Thallet en Nimre,33.3527778,35.3833333
564343271,neighbourhood,النبطية التحتا,نبطية التحتى,Nabatieh et Tahta,Nabatieh et Tahta,33.3775564,35.4833734
564348588,suburb,النواويس,النواويس,En Naouaouis,En Naouaouis,33.5188889,35.3913889
564351992,village,السعديات,السعديات,Es Saadiyat,Es Saadiyat,33.695,35.4261111
564352631,locality,خناديق ضرتة,خناديق ضرتة,Khnadiq Darte,Khnadiq Darte,33.7269444,35.4941667
564356654,locality,خلال الغنم,خلال الغنم,Khlal el Ghanam,Khlal el Ghanam,33.5363889,35.5722222
564356936,village,صباح,صباح,Sabbah,Sabbah,33.5680556,35.5652778
564357124,locality,خلة الجحشة,خلة الجحشة,Khallat Al Jahsha,Khallet ej Jahche,33.5041667,35.6311111
564359709,village,حارة الكواسبة,حارة الكواسبة,Harat Al Kawasba,Haret El Kaouasbé,33.4983333,35.8447222
564360056,village,مزرعة المطحنة,مزرعة المطحنة,Mazraat El Mathane,Mazraat El Mathane,33.5787068,35.5192844
564360072,village,الخربة,الخربة,El Kherbe,El Kherbe,33.5819444,35.5263889
564360133,village,بسري,بسري,Bisri,Bisri,33.5783333,35.5402778
564360422,village,الغباطية,,El Ghabbatiye,El Ghabbatiye,33.5777778,35.5844444
564360466,village,جل ناشي,جل ناشي,Jall Nachi,Jall Nachi,33.5780556,35.5741667
564360751,locality,خندق الوسطى,خندق الوسطى,Khandaq el Ouasta,Khandaq el Ouasta,33.6319444,35.5308333
564360785,locality,خلة المغارة,خلة المغارة,Khallet el Maghara,Khallet el Maghara,33.65,35.5172222
564361618,locality,خلة الكبيرة,خلة الكبيرة,Khallat al Kabirah,Khallet el Kbire,33.6786111,35.5413889
564361695,locality,ساقية الحواقير,ساقية الحواقير,Saqiet el Haouakir,Saqiet el Haouakir,33.7044444,35.5338889
564361764,locality,باب المرم,باب المرم,Bab el Marma,Bab el Marma,33.6719444,35.5880556
564362495,locality,خلة درجة المصري,خلة درجة المصري,Khallat Darajat al Misri,Khallet Darajet el Mousri,33.6766667,35.6094444
564364168,locality,وادي شرف الدين,وادي شرف الدين,Ouadi Charaf ed Dine,Ouadi Charaf ed Dine,33.7255556,35.7608333
564365319,village,سلطان يعقوب,سلطان يعقوب,Soultane Yaaqoub,Soultane Yaaqoub,33.6442578,35.8594374
564366026,neighbourhood,الحمرا,الحمرا,El Hamra,Hamra,33.8954753,35.4820202
564367543,village,زعيترية,زعيترية,Zaaitriye,Ez Zaaïtriyé,33.8807028,35.5611737
564367612,hamlet,حي الروم,حي الروم,Hai er Roum,Hai er Roum,33.9051102,35.5888394
564368216,village,العزونية,العزونية,El Aazzouniye,El Aazzouniye,33.7740026,35.7065778
564372587,village,المسلوخ,المسلوخ,El Masloukh,El Masloukh,34.2056263,35.6444945
564375776,locality,جورة الخوري,جورة الخوري,Jouret el Khouri,Jouret el Khouri,34.3177778,35.8033333
564376326,village,جديدة برقشا,جديدة برقشا,Jdaidet Barqacha,Jdaidet Barqacha,34.3908333,35.8441667
564376469,hamlet,الزعرورة,الزعرورة,Al Zaaroura,Ez Zaaroura,33.8125,35.8708333
564377041,village,قوسايا,قوسايا,Qoussaya,Qoussaya,33.8120161,36.0247492
564377442,city,زحلة,زحلة,Zahle,Zahlé,33.8477069,35.9024955
564377646,village,قاع الريم,قاع الريم,Qaa Er Rim,Qaa Er Rim,33.883322,35.8748106
564378626,village,تمنين التحتى,تمنين التحتى,Temnine El Tehta,Temnine El Tehta,33.8834355,35.991597
564387085,locality,وادي الهارب,وادي الهارب,Ouadi el Hareb,Ouadi el Hareb,34.0975,36.0761111
564392774,locality,وادي عيسى,وادي عيسى,Ouadi Aaissa,Ouadi Aaissa,34.2319444,35.9405556
564398670,locality,وادي عيون مجدلية,وادي عيون مجدلية,Ouadi Aayoun Majdlaya,Ouadi Aayoun Majdlaya,34.4164165,35.8659238
564419535,village,رجم عيسى,رجم عيسى,Rajem Issa,Rajem Issa,34.6197222,36.3838889
564420053,village,بني صخر,بني صخر,Bani Sakher,Bani Sakher,34.6635781,36.3094999
564420175,locality,وادي الميس,وادي الميس,Wadi El Mais,Ouadi El Mais,34.6508333,36.355
564420229,locality,الجمرك,الجمرك,Ej Joumrok,Ej Joumrok,34.6636971,36.3458843
567050281,locality,وادي الدير,وادي الدير,Wadi ad Dayr,Wadi ad Dayr,33.8333333,36.2
567050577,locality,وادي النبي تولا,وادي النبي تولا,Wadi an Nabi Tula,Wadi an Nabi Tula,33.8333333,36.1
567050582,locality,وادي سرغايا,وادي سرغايا,Wadi Sirghaya,Wadi Sirghaya,33.85,36.1333333
567050732,locality,وادي يحفوفة,وادي يحفوفة,Wadi Yahfufah,Wadi Yahfufah,33.8555556,36.0163889
567097575,locality,قصر شبيب,قصر شبيب,Qasr Shbib,Qasr Shbib,33.4166667,35.85
572549730,locality,نهر الصفاء,نهر الصفاء,Nahr as Safa',Nahr as Safa',34.6842839,36.3503608
572550039,village,معربو,معربو,Maarubu,Maarubu,34.6332841,36.1166428
572550487,locality,وادي المزراب,وادي المزراب,Wadi al Mizrab,Wadi al Mizrab,34.6337492,36.4006398
572550841,village,تل الشحم,تل الشحم,Tall ash Shahm,Tall ash Shahm,34.6333333,36.1333333
572550903,locality,وادي العووية,وادي العووية,Wadi al `Awawiyah,Wadi al `Awawiyah,34.6327931,36.3998775
573518052,locality,خلة بيت القسيس,خلة بيت القسيس,Khallat Bayt al Qissis,Khallat Bayt al Qissis,33.65,35.9333333
573518508,locality,مراح المصايات,مراح المصايات,Marah al Massayat,Marah al Massayat,33.7,35.9666667
573519026,locality,وادي الدبور,وادي الدبور,Wadi ad Dabbur,Wadi ad Dabbur,33.6333333,35.9666667
573519452,village,المصنع,المصنع,Al Masnaa,Al Masnaa,33.7047284,35.9182952
573532445,locality,الوشوشة,الوشوشة,Al Washwashah,Al Washwashah,34.5662409,36.3990813
573532449,locality,وادي الشقيف,وادي الشقيف,Wadi ash Shaqif,Wadi ash Shaqif,34.5333333,36.3333333
573532500,village,صفاء الصفوة,صفاء الصفوة,Safa' as Safwah,Safa' as Safwah,34.4999514,36.3999893
573532536,village,بيت حيرة,بيت حيرة,Bayt Hayrah,Bayt Hayrah,34.4333333,36.4666667
573532817,locality,وادي حميرة,وادي حميرة,Wadi Humayrah,Wadi Humayrah,34.5157528,36.3333487
573532899,village,المجوية,المجوية,Al Majwiyah,Al Majwiyah,34.4981078,36.3663126
612463786,locality,خندق الوحش,خندق الوحش,,,33.6149924,35.533573
615473456,village,مزرعة البرغوتية,مزرعة البرغوتية,Mazraat El Barghoutiyeh,Mazraat El Barghoutiyeh,33.5900576,35.4224453
803018184,city,صور,صور,Tyre,Tyr,33.2721211,35.1964023
1102281755,city,النبطية,النبطية,Nabatieh,Nabatieh,33.3812029,35.4825346
1108355223,village,تعيد,تعيد,Taaid,Taaid,33.5739644,35.5449396
1830001713,town,كفرعبيدا,كفرعبيدا,Kfaraabida,Kfaraabida,34.2280176,35.6628077
1889908376,town,عرسال ساحة,عرسال ساحة,Arsal,Aarsal,34.1802927,36.4187723
2337736413,town,بشري,بشري,Bsharri,Bcharré,34.2507231,36.0099915
2393710317,neighbourhood,فيردان,فيردان,Verdun,Verdun,33.8857678,35.4826958
2707866489,hamlet,حي المشاع,حي المشاع,Mashaa,Haï El Mchâa,33.3877176,35.4782035
2707868905,hamlet,حي المسيحيين,حي المسيحيين,Christians Neighbourhood,,33.3783069,35.4883452
2707897372,hamlet,بئر القنديل,بئر القنديل,Bir el Qandeel,Bir el Qandeel,33.3760784,35.4808112
2707899268,village,النبطيه الفوقا,النبطيه الفوقا,Nabatieh El Fawqa,Nabatieh El Fawqa,33.3618797,35.4986586
2707916722,hamlet,حي السرايا,حي السرايا,Assaraya,Assaraya,33.3760144,35.4834559
2910621559,village,بدادون,بدادون,Bdedoun,Bdedoun,33.8092487,35.5691624
3029425092,village,بسابا,بسابا,Bisaba,Bessaba,33.8032466,35.5421285
3052025833,locality,بناية الأرز,بناية الأرز,Arz Building,,33.8062063,35.5513546
3100741076,village,قرية السلام,قرية السلام,Al Salam Village,Al Salam Village,33.8567921,35.7450788
3125519936,locality,Khalil Morcos,,Khalil Morcos,Khalil Morcos,33.859308,35.755343
3182630897,locality,شلالات جزين,,,,33.5453539,35.583377
3454215679,locality,بيكنيك شويت,بيكنيك شويت,picnic chouwit,,33.8291755,35.6657935
3484010915,village,الزعرور,الزعرور,Zaarour,Zaarour,33.9225026,35.8024835
3724395707,locality,Dill,,Dill,,34.3878015,36.0843942
3984625940,village,البقيعة,البقيعة,Bqaiaa,El Bqaïaa,34.6634589,36.3379778
3986081397,village,جبل المنصورة,جبل المنصورة,Jabal El Mansoura,Jabal El Mansoura,34.6322144,36.3194332
3986113431,village,خط البترول,خط البترول,Khat El Petrol,Khat El Petrol,34.684882,36.3456975
4031701052,locality,ساحة الشراع,ساحة الشراع,,,34.4273361,35.8450119
4032356702,locality,طهماز,طهماز,,,33.8472898,35.5216672
4048565694,village,الفرض,الفرض,Al Farid,Al Farid,34.6281133,36.3757083
4048569985,town,وادي خالد,وادي خالد,Wadi Khalid,Ouâdi Khâled,34.6233407,36.3875751
4048868208,locality,البعل,البعل,,,34.6423838,36.3321951
4058536782,village,الساعد,الساعد,Al Saed,Al Saed,34.6256753,36.3920204
4426215999,village,بقاع كفرا,بقاع كفرا,Bekaa Kafra,Bekaa Kafra,34.2376203,36.0055649
4440387391,locality,تل التين,تل التين,,,34.6537029,36.3343595
4460876529,village,برعشيت,برعشيت,Barashit,Baraachit,33.175473,35.441914
4481746591,village,ممنع,ممنع,Memneh,Memneh,34.5001843,36.1756022
4481746592,village,عيون ارغش,عيون ارغش,Aayoun Orghoush,Aayoun Orghoch,34.2611945,36.1290789
4485745043,village,عين السنديانة,عين السنديانة,Ain Al Sindyana,Ain el Sendianeh,33.9018903,35.7303845
4519119272,town,حلبا,حلبا,Halba,Halba,34.545022,36.077948
4521198798,village,قصوبة,قصوبة,Qsouba,Qsouba,33.6767821,35.4246002
4531961971,village,حاريص,حاريص,Haris,Haris,33.1803063,35.3770352
4591429910,locality,كلمنصو,كلمنصو,Clémenceau,Clémenceau,33.8980556,35.4889101
4593302893,locality,شادي ديب داغر,شادي ديب داغر,,,34.1444802,35.685313
4642592619,village,ترشيش,ترشيش,Tarchich,Tarchich,33.8767935,35.802834
4703976395,town,الضبية,الضبية,Dbayeh,Dbayeh,33.9420159,35.5937934
4703987182,town,أنطلياس,أنطلياس,Antelias,Antelias,33.9123639,35.5936231
4704006960,town,الكسليك,الكسليك,Kaslik,Kaslik,33.9840398,35.6191594
4741531119,neighbourhood,عين المريسة,عين المريسة,Ayn El Mrayseh,Aïn el-Mraïsse,33.900453,35.4894029
4741539325,neighbourhood,الجامعة الأمريكية,الجامعة الأمريكية,American University,Université Americaine,33.9004926,35.4819045
4741559339,neighbourhood,رأس بيروت,رأس بيروت,Ras Beirut,Ras Beirut,33.8995086,35.4743867
4741625821,neighbourhood,القنطاري,القنطاري,Qantari,Kantari,33.897565,35.4933355
4741667216,neighbourhood,باب إدريس,باب إدريس,Bab Idriss,Bab Idriss,33.8985719,35.5013669
4741764658,suburb,الاشرفية,الاشرفية,Achrafieh,Achrafieh,33.8862143,35.5193562
4745747494,village,نهر ابراهيم,نهر ابراهيم,Nahr Ibrahim,Nahr Ibrahim,34.0651348,35.6492436
4746500743,village,ساحل علما,ساحل علما,Sahel Alma,Sahel Alma,33.9941111,35.6562772
4746514609,village,فتقا,فتقا,Fatqa,Fatqa,34.0345492,35.6632748
4746546642,town,البترون,البترون,Batroun,Batroûn,34.2548879,35.6588567
4746570478,town,جبيل,جبيل,Byblos,Byblos,34.1236954,35.6493557
4747728043,town,حالات,حالات,Halat,Halat,34.0842051,35.6584659
4748423550,town,غزير,غزير,Ghazir,Ghazir,34.0161562,35.6609117
4748426725,village,كفور,كفور,El Kfour,El Kfour,34.0348765,35.6928451
4748437429,village,دلبتا,دلبتا,Dlebta,Dlebta,34.0097809,35.692724
4748440708,village,كفرياسين,كفرياسين,Kfar Yassine,Kfar Yassine,34.0249832,35.6361186
4748442301,village,معاد,معاد,Maad,Maad,34.1937006,35.6807399
4752379521,town,بعبدا,بعبدا,Baabda,Baabda,33.8335501,35.5445655
4753052124,town,الهرمل,الهرمل,Hermel,Hermel,34.3973279,36.3889577
4759264472,neighbourhood,البسطة التحتا,البسطة التحتا,Basta Tahta,Basta Tahta,33.8875573,35.5039558
4759500422,suburb,الباشورة,الباشورة,Bashura,Bachoura,33.8919883,35.5036988
4759500423,neighbourhood,اليسوعية,اليسوعية,Yesouiyeh,Yesouiyeh,33.8900303,35.5089782
4759539844,neighbourhood,فرن الحايك,فرن الحايك,Furn El Hayek,Furn El Hayek,33.8902887,35.5138749
4759539845,neighbourhood,الناصرة,الناصرة,Nasrah,Nasrah,33.8842222,35.5121718
4759539846,neighbourhood,مار متر,مار متر,Mar Mitr,Saint Mitre,33.8891563,35.5219725
4759539847,neighbourhood,العدلية,العدلية,Palais de Justice,Palais de Justice,33.8777553,35.5186707
4759539849,neighbourhood,المجيدية,المجيدية,Majidiyeh,Majidiyé,33.8995497,35.5048213
4759539850,suburb,المرفأ,المرفأ,Port,Port,33.8986369,35.5140912
4759539851,neighbourhood,برج أبي حيدر,برج أبي حيدر,Burj Abi Haidar,Burj Abi Haidar,33.8829478,35.4997208
4759539852,neighbourhood,البسطة الفوقا,البسطة الفوقا,Basta Faouka,Basta Faouka,33.884476,35.5034661
4759539853,neighbourhood,رأس النبع,رأس النبع,Ras El Nabaa,Ras El Nabaa,33.8819107,35.509187
4759558780,neighbourhood,المزرعة,المزرعة,Al Mazraa,Al Mazraa,33.8798731,35.5019618
4762297031,hamlet,القبيات,القبيات,Qobaiyat,Qobaiyat,33.8948019,35.5342344
4762297032,neighbourhood,مستشفى الروم,مستشفى الروم,Orthodox Hospital,Hôpital Orthodoxe,33.8934199,35.5258887
4762297033,neighbourhood,الجعيتاوي,الجعيتاوي,El Jeitaoui,El Jeitaoui,33.8943745,35.5297149
4762297034,neighbourhood,الحكمة,الحكمة,Al Hikmat,Al Hikmat,33.8933187,35.5213297
4762306870,neighbourhood,مار نيكولا,مار نيكولا,Mar Nicolas,Mar Nicolas,33.8936706,35.5148753
4763819281,neighbourhood,المنارة,المنارة,Manara,Manara,33.8939371,35.4717101
4763827110,neighbourhood,قريطم,قريطم,Qoreitem,Qoreitem,33.8909575,35.4776276
4763834171,neighbourhood,الروشة,الروشة,Raoucheh,Raoucheh,33.8874081,35.4742493
4763845079,neighbourhood,الصنوبرة,الصنوبرة,Snoubra,Snoubra,33.8914247,35.4830912
4763850220,neighbourhood,جنبلاط,جنبلاط,Janbulat,Jnublat,33.8971047,35.4900938
4766347065,neighbourhood,البارك,البارك,Park,Park,33.874804,35.5115174
4766355332,neighbourhood,العاملية,العاملية,Al Eamiliyeh,Al Eamiliyeh,33.8813554,35.5063055
4766355334,neighbourhood,الملعب البلدي,الملعب البلدي,Malaab,Malaab,33.8754419,35.5001113
4771265938,town,ذوق مكايل,ذوق مكايل,Zouk Mikael,Zouk Mikael,33.9701266,35.6213958
4784854425,locality,كورنيش المزرعه,كورنيش المزرعه,,,33.8816591,35.4864369
4795498216,village,دير القمر,دير القمر,Deir Al Qamar,Deir El Qamar,33.6979691,35.5647431
4796320373,village,بيت الدين‎,بيت الدين‎,Beit Ed Dine,Beiteddine,33.6941838,35.5812014
4796643205,village,حارة صخر,حارة صخر,Haret Sakhr,Haret Sakhr,33.9889697,35.6427974
4796645965,village,وطى سلام,وطى سلام,Wata Sillam,Wata Sillam,34.0215645,35.6285161
4799206602,city,صيدا,صيدا,Sidon,Sidon,33.564733,35.374978
4801274807,neighbourhood,وادي أبو جميل,وادي أبو جميل,Wadi Abu Jamil,Ouadi Abou Jmil,33.8974181,35.4992484
4802479429,village,عابا,عابا,Aaba,Aaba,34.3487512,35.8342619
4802502307,village,عبا,عبا,Aabba,Aabba,33.3617043,35.402686
4802509982,town,عمشيت,عمشيت,Aamchit,Aamchit,34.1421297,35.6465525
4807324654,neighbourhood,الظريف,الظريف,Al Zarif,Al Zarif,33.8931601,35.4946019
4807360293,neighbourhood,مونو,مونو,Monot,Monot,33.8889632,35.5078362
4807360294,neighbourhood,سليم سلام,سليم سلام,Salim Slam,Salim Slam,33.8853828,35.4975365
4807360295,neighbourhood,حي اللجا,حي اللجا,Al-Lija,Al-Lija,33.8871107,35.4949831
4807360298,suburb,زقاق البلاط,زقاق البلاط,Zqaq Al Blat,Zokak El Blat,33.8929353,35.4984378
4807360299,neighbourhood,البطركية,البطركية,Patriarcat,Patriarcat,33.8907283,35.4982874
4807360300,neighbourhood,تلة الدروز,تلة الدروز,Tel Druze,Tel Druze,33.8915282,35.4860567
4807377634,neighbourhood,السيوفي,السيوفي,Syoufi,Sioufi,33.8854681,35.5267252
4807377635,neighbourhood,كرم الزيتون,كرم الزيتون,Karm El Zeitoun,Karm El Zeitoun,33.8915711,35.5304748
4807377638,neighbourhood,بيضون,بيضون,,,33.8884744,35.510951
4807433983,neighbourhood,البدوي,البدوي,,,33.8951379,35.5344981
4807433984,neighbourhood,الكرنتينا,الكرنتينا,Karantina,Karantina,33.8998399,35.5321807
4807433985,neighbourhood,حي الخضر,حي الخضر,Khodr,Khodr,33.9028919,35.529514
4807433987,suburb,الأشرفية,الأشرفية,Achrafieh,Achrafieh,33.8904237,35.5255238
4807494932,neighbourhood,اليونسكو,اليونسكو,Unesco,Unesco,33.8788957,35.4817629
4807494934,neighbourhood,طريق الجديدة,طريق الجديدة,Tariq El Jdideh,Tariq El Jdideh,33.8732567,35.5056692
4812430106,town,حبوش,حبوش,Habboush,Habbouch,33.409165,35.4812705
4812442678,village,عين إبل,عين إبل,Ain Ebel,Ain Ebel,33.1093022,35.4031087
4840035371,town,جزين,جزين,Jezzine,Jezzine,33.5439343,35.5843949
4842457458,village,افقا,افقا,Afqa,Afqa,34.0680145,35.8904085
4842473467,village,لاسا,لاسا,Lassa,Lassa,34.0684184,35.853678
4866174102,village,غينة,غينة,Ghineh,Ghineh,34.0402929,35.708397
4866220764,village,المشاتي,المشاتي,Mchati,Mchati,34.0499451,35.762657
4866287956,village,غابات,غابات,Ghabat,Ghabate,34.0794669,35.8659892
4866800802,town,فيطرون,فيطرون,Faytroun,Faytroun,33.9907186,35.7313178
4866980833,town,ذوق مصبح,ذوق مصبح,Zouk Mosbeh,Zouk Mosbeh,33.9558528,35.6151627
4867750160,village,البريج,البريج,Braij,Braij,34.1198192,35.7044411
4867752957,village,رأس أسطا,رأس أسطا,Ras Usta,Ras Osta,34.116932,35.7136596
4870384192,village,غدراس,غدراس,Ghedrass,Ghedrass,34.0448066,35.6793737
4870400072,village,عذره,عذره,Azra,Azra,34.0625989,35.7054816
4875535216,village,بزمار,بزمار,Bzoummar,Bzoummar,33.9866334,35.6804229
4875539446,village,عشقوت,عشقوت,Ashqout,Achkout,33.991357,35.7059211
4875660587,village,نمورة,نمورة,Namoura,Namoura,34.0516283,35.6735944
4875672532,village,زعيتره,زعيتره,Zaaitre,Zaaitre,34.0700536,35.6955135
4875776597,village,طبرجا,طبرجا,Tabarja,Tabarja,34.0302604,35.632546
4877405751,village,جورة ترمس,جورة ترمس,Jouret El Tormos,Jouret El Tormos,34.0452546,35.7164346
4880273289,village,يحشوش,يحشوش,Yahchouch,Yahchouch,34.0683703,35.7380582
4880286861,village,حياطة,حياطة,Hiyata,Hiyata,34.0257258,35.7201468
4880286862,village,شحتول,شحتول,Chahtoul,Chahtoul,34.0339365,35.7218142
4880300142,village,قرطبا,قرطبا,Qartaba,Qartaba,34.0943096,35.8473775
4880389174,village,بسكنتا,بسكنتا,Baskinta,Baskinta,33.9450012,35.7880099
4893558237,town,دكوانة,دكوانة,Dekwaneh,Dekouané,33.880408,35.546644
4893562219,town,سنّ الفيل,سنّ الفيل,Sinn El Fil,Sinn El Fil,33.8778546,35.5376847
4893695724,town,برج حموﺪ,برج حموﺪ,Burj Hammoud,Bourj Hammoud,33.8888717,35.5390068
4893724245,town,النقاش,النقاش,Naqqach,Naqqach,33.9228218,35.5970889
4895896766,village,جبعا,جبعا,Jabaa,Jabaa,34.0049263,36.0443575
4896839306,village,ميروبا,ميروبا,Mayrouba,Mayrouba,34.0190457,35.7745304
4901671346,village,زلقا,زلقا,Zalqa,Zalqa,33.8973194,35.5776078
4901671987,village,حزن,حزن,Hizzine,Hizzine,33.9703243,36.0938215
4901682805,village,طيبة,طيبة,Tayyiba,Taybeh,33.9578755,36.1662519
4902721154,village,معراب,معراب,Maarab,Maarab,33.9986481,35.677901
4902734909,village,عرمون,عرمون,Aramoun,Aramoun,34.0188715,35.69963
4909365363,village,قهمز,قهمز,Qehmez,Qahmez,34.0560024,35.8125263
4935828785,neighbourhood,مار مخايل,مار مخايل,Mar Mikhael,Mar Mikhael,33.8968646,35.5251623
4947219586,town,بلونة,بلونة,Ballouneh,Ballouneh,33.9536929,35.676679
4947251519,village,ريفون,ريفون,Rayfoun,Rayfoun,33.9786519,35.7047563
5001893901,village,غرزوز,غرزوز,Gharzouz,Gharzouz,34.1841548,35.6728276
5001897049,village,شموت,شموت,Chmout,Chmout,34.1978129,35.6705835
5001904130,village,البربارة,البربارة,Berbara,Berbara,34.1952757,35.6386175
5001907002,village,بجه,بجه,Bejjeh,Bejjeh,34.1796558,35.7165977
5001911950,village,حقل,حقل,Haqel,Haqel,34.1706491,35.7505377
5001918363,village,منصف,منصف,Monsef,Monsef,34.1820862,35.6444467
5001921530,village,لحفد,لحفد,Lehfed,Lehfed,34.1670943,35.7798841
5001945326,village,اهمج,اهمج,Ehmej,Ehmej,34.1223141,35.7855526
5001954003,village,زبدين,زبدين,Zebdine,Zebdine,34.0952792,35.7170503
5001961906,village,غوسطا,غوسطا,Ghosta,Ghosta,33.9885442,35.6734233
5003055307,village,الأرز,الأرز,El Arz,El Arz,34.24375,36.0403544
5009751539,village,البابلية,البابلية,Babliyeh,El Babliye,33.4212401,35.3422373
5009751577,village,الأنصارية,الأنصارية,Insariya,Insariya,33.4103338,35.2791116
5012756045,town,بيت مري,بيت مري,Beit Mery,Beit Mery,33.8662545,35.603338
5012775703,village,صفرا,صفرا,Safra,Safra,34.0371688,35.6382483
5012780417,village,بوار,بوار,Bouar,Bouar,34.0479747,35.6406838
5012792891,town,صربا,صربا,Sarba,Sarba,33.9774198,35.6184555
5012803301,village,درعون,درعون,Daraoun,Daraoun,33.9763033,35.6603336
5012805090,village,حريصا,حريصا,Harissa,Harissa,33.9821486,35.6506133
5018242049,town,شتورا,شتورا,Chtoura,Chtoura,33.8120286,35.8553364
5018257472,village,رأس بعلبك,رأس بعلبك,Ras Baalbek,Râs Baalbek,34.2597931,36.4200272
5018267887,village,الفاكهه,الفاكهه,Fakeha,Fakeha,34.2450404,36.4029944
5018273500,village,اللبوة,اللبوة,Labweh,Labweh,34.195502,36.3570803
5018282721,village,النبي عثمان,النبي عثمان,Nabi Osmane,Nabi Osmane,34.2144727,36.3689536
5018293944,town,أنفة,أنفة,Enfeh,Enfé,34.3578742,35.7339496
5018298801,town,شكا,شكا,Chekka,Chekka,34.3308738,35.7350815
5018314051,village,مرادية,مرادية,Mradieh,Mradieh,34.0704268,35.7099921
5022971097,town,القاع,القاع,Qaa,Qaa,34.3408227,36.4800435
5022986096,village,الصرفند,الصرفند,As Sarafand,Sarafand,33.4492215,35.2976936
5037241110,town,كفر دبش,كفر دبش,Kfar Dabash,Kfar Dabach,33.9480415,36.0322487
5037406509,village,الناقورة,الناقورة,Naqura,Naqoura,33.1182741,35.1298249
5037422633,town,تبنين,تبنين,Tibnine,Tebnine,33.1932575,35.4117998
5037435456,village,حولا,حولا,Hula,Hula,33.2101829,35.5187344
5037444068,town,برجا,برجا,Barja,Barja,33.6448026,35.4330164
5037448063,town,حمانا,حمانا,Hammana,Hammana,33.8269773,35.7359048
5046640267,city,عاليه,عاليه,Aley,Aley,33.8082697,35.6061181
5046670920,village,زيتون,زيتون,Zeytoun,Zeytoun,34.062508,35.6837869
5051656009,village,بسلوقيط,بسلوقيط,Basloukit,Basloukit,34.3079149,35.9672481
5051679201,town,إهدن,إهدن,Ehden,Ehden,34.2906583,35.9656763
5062354815,village,تنورين,تنورين,Tannourine,Tannourine,34.1843377,35.9027168
5062376226,village,بمهريه,بمهريه,Bmahray,Bmahray,33.7577601,35.7194656
5067294190,village,بعبدات,بعبدات,Baabdat,Baabdat,33.8872681,35.6675434
5075566872,village,حراجل,حراجل,Hrajel,Hrajel,34.0147746,35.7945943
5075577866,village,حصين,حصين,Hsayn,Hsayn,34.0507483,35.7090641
5075594312,village,رعشين,رعشين,Raachine,Raachine,34.0100478,35.7171536
5075655511,village,داريا‎‎,داريا‎‎,Daraya,Daraya,33.9556554,35.6976092
